TIMESTAMP;PORTFOLIO;ΚΩΔΙΚΟΣ ΕΔΡΕΘ;ΕΝΕΡΓΕΙΑ (kWh);Μήνας;datetime
01/12/2025 08:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;22.96;2025-12;
01/12/2025 08:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;30.88;2025-12;
01/12/2025 09:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;40.4;2025-12;
01/12/2025 09:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;51.18;2025-12;
01/12/2025 09:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;59.02;2025-12;
01/12/2025 09:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;64.86;2025-12;
01/12/2025 10:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;69.54;2025-12;
01/12/2025 10:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;73.66;2025-12;
01/12/2025 10:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;77.52;2025-12;
01/12/2025 10:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;80.94;2025-12;
01/12/2025 11:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;83.66;2025-12;
01/12/2025 11:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;85.92;2025-12;
01/12/2025 11:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;87.48;2025-12;
01/12/2025 11:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;88.38;2025-12;
01/12/2025 12:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;89.18;2025-12;
01/12/2025 12:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;89.8;2025-12;
01/12/2025 12:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;89.28;2025-12;
01/12/2025 12:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;88.84;2025-12;
01/12/2025 13:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;88.18;2025-12;
01/12/2025 13:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;86.46;2025-12;
01/12/2025 13:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;84.38;2025-12;
01/12/2025 13:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;81.22;2025-12;
01/12/2025 14:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;77.94;2025-12;
01/12/2025 14:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;73.88;2025-12;
01/12/2025 14:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;69.0;2025-12;
01/12/2025 14:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;63.58;2025-12;
01/12/2025 15:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;57.52;2025-12;
01/12/2025 15:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;49.54;2025-12;
01/12/2025 15:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;38.56;2025-12;
01/12/2025 15:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;29.26;2025-12;
01/12/2025 16:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;21.28;2025-12;
01/12/2025 16:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;4.6;2025-12;
01/12/2025 16:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;1.94;2025-12;
01/12/2025 16:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;1.34;2025-12;
01/12/2025 17:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.68;2025-12;
01/12/2025 17:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.06;2025-12;
01/12/2025 17:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 17:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 18:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 18:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 18:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 18:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 19:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 19:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 19:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 19:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 20:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 20:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 20:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 20:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 21:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 21:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 21:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 21:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 22:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 22:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 22:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 22:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 23:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 23:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 23:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/12/2025 23:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 00:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 00:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 00:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 00:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 01:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 01:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 01:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 01:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 02:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 02:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 02:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 02:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 03:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 03:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 03:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 03:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 04:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 04:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 04:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 04:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 05:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 05:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 05:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 05:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 06:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 06:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 06:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 06:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 07:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 07:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 07:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.02;2025-12;
02/12/2025 07:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.72;2025-12;
02/12/2025 08:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;1.62;2025-12;
02/12/2025 08:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;6.1;2025-12;
02/12/2025 08:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;21.32;2025-12;
02/12/2025 08:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;29.44;2025-12;
02/12/2025 09:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;42.3;2025-12;
02/12/2025 09:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;39.22;2025-12;
02/12/2025 09:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;41.98;2025-12;
02/12/2025 09:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;52.86;2025-12;
02/12/2025 10:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;54.18;2025-12;
02/12/2025 10:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;64.56;2025-12;
02/12/2025 10:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;77.16;2025-12;
02/12/2025 10:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;78.68;2025-12;
02/12/2025 11:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;62.76;2025-12;
02/12/2025 11:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;75.5;2025-12;
02/12/2025 11:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;73.02;2025-12;
02/12/2025 11:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;89.38;2025-12;
02/12/2025 12:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;90.82;2025-12;
02/12/2025 12:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;90.34;2025-12;
02/12/2025 12:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;88.1;2025-12;
02/12/2025 12:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;78.68;2025-12;
02/12/2025 13:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;85.88;2025-12;
02/12/2025 13:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;84.08;2025-12;
02/12/2025 13:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;81.36;2025-12;
02/12/2025 13:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;79.04;2025-12;
02/12/2025 14:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;75.86;2025-12;
02/12/2025 14:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;73.62;2025-12;
02/12/2025 14:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;70.02;2025-12;
02/12/2025 14:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;63.34;2025-12;
02/12/2025 15:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;57.02;2025-12;
02/12/2025 15:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;48.94;2025-12;
02/12/2025 15:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;37.66;2025-12;
02/12/2025 15:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;27.68;2025-12;
02/12/2025 16:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;18.94;2025-12;
02/12/2025 16:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;3.76;2025-12;
02/12/2025 16:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;2.14;2025-12;
02/12/2025 16:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;1.42;2025-12;
02/12/2025 17:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.74;2025-12;
02/12/2025 17:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.06;2025-12;
02/12/2025 17:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 17:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 18:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 18:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 18:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 18:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 19:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 19:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 19:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 19:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 20:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 20:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 20:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 20:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 21:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 21:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 21:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 21:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 22:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 22:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 22:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 22:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 23:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 23:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 23:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
02/12/2025 23:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 00:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 00:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 00:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 00:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 01:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 01:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 01:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 01:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 02:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 02:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 02:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 02:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 03:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 03:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 03:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 03:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 04:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 04:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 04:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 04:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 05:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 05:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 05:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 05:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 06:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 06:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 06:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 06:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 07:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 07:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 07:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 07:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.14;2025-12;
03/12/2025 08:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.76;2025-12;
03/12/2025 08:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;1.72;2025-12;
03/12/2025 08:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;3.8;2025-12;
03/12/2025 08:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;4.82;2025-12;
03/12/2025 09:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;3.2;2025-12;
03/12/2025 09:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;7.26;2025-12;
03/12/2025 09:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;10.92;2025-12;
03/12/2025 09:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;9.32;2025-12;
03/12/2025 10:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;16.18;2025-12;
03/12/2025 10:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;9.4;2025-12;
03/12/2025 10:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;5.6;2025-12;
03/12/2025 10:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;11.1;2025-12;
03/12/2025 11:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;12.4;2025-12;
03/12/2025 11:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;14.94;2025-12;
03/12/2025 11:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;18.24;2025-12;
03/12/2025 11:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;13.54;2025-12;
03/12/2025 12:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;12.82;2025-12;
03/12/2025 12:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;21.1;2025-12;
03/12/2025 12:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;17.48;2025-12;
03/12/2025 12:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;16.02;2025-12;
03/12/2025 13:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;19.7;2025-12;
03/12/2025 13:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;24.3;2025-12;
03/12/2025 13:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;15.96;2025-12;
03/12/2025 13:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;10.48;2025-12;
03/12/2025 14:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;11.88;2025-12;
03/12/2025 14:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;20.08;2025-12;
03/12/2025 14:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;8.44;2025-12;
03/12/2025 14:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;7.04;2025-12;
03/12/2025 15:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;5.62;2025-12;
03/12/2025 15:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;8.84;2025-12;
03/12/2025 15:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;5.68;2025-12;
03/12/2025 15:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;2.48;2025-12;
03/12/2025 16:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;2.76;2025-12;
03/12/2025 16:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;2.72;2025-12;
03/12/2025 16:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.52;2025-12;
03/12/2025 16:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.16;2025-12;
03/12/2025 17:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.06;2025-12;
03/12/2025 17:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 17:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 17:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 18:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 18:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 18:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 18:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 19:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 19:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 19:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 19:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 20:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 20:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 20:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 20:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 21:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 21:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 21:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 21:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 22:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 22:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 22:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 22:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 23:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 23:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 23:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
03/12/2025 23:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
04/12/2025 00:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
04/12/2025 00:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
04/12/2025 00:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
04/12/2025 00:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
04/12/2025 01:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
