"The day ahead auction data provided in the download is for private and internal use only. The utilization of any data, whether in its raw or derived form, for external or commercial purposes is expressly prohibited. Should you require licensing for market-related data, please direct your inquiries to the original data providers, including but not limited to EPEX SPOT SE and Nord Pool AS.",,,
Date (GMT+2),Non-Renewable,Renewable,Day Ahead Auction (GR)
2025-01-07T02:00+02:00,1834,1326,99.45
2025-01-07T03:00+02:00,1721,1361,97
2025-01-07T04:00+02:00,1761,1302,89.37
2025-01-07T05:00+02:00,1782,1320,94.62
2025-01-07T06:00+02:00,2275,1424,98.14
2025-01-07T07:00+02:00,3477,1616,133.42
2025-01-07T08:00+02:00,3802,2080,165.11
2025-01-07T09:00+02:00,3903,2867,152.33
2025-01-07T10:00+02:00,3640,3454,132.99
2025-01-07T11:00+02:00,3629,3984,122.49
2025-01-07T12:00+02:00,3749,4037,122.41
2025-01-07T13:00+02:00,3883,4078,123.72
2025-01-07T14:00+02:00,3718,3809,133.16
2025-01-07T15:00+02:00,4166,3173,140.51
2025-01-07T16:00+02:00,4480,2656,148.49
2025-01-07T17:00+02:00,4580,2635,161.46
2025-01-07T18:00+02:00,4801,2622,170
2025-01-07T19:00+02:00,4490,2443,162.14
2025-01-07T20:00+02:00,4554,2344,158.88
2025-01-07T21:00+02:00,4523,2390,150
2025-01-07T22:00+02:00,4113,2285,134.19
2025-01-07T23:00+02:00,3584,2165,121.36
2025-01-08T00:00+02:00,2441,2132,105.85
2025-01-08T01:00+02:00,1968,1948,83.6
2025-01-08T02:00+02:00,1805,1759,74.65
2025-01-08T03:00+02:00,1787,1709,72.07
2025-01-08T04:00+02:00,1882,1620,68.96
2025-01-08T05:00+02:00,2006,1529,83.15
2025-01-08T06:00+02:00,2790,1532,108.01
2025-01-08T07:00+02:00,3898,1758,129.92
2025-01-08T08:00+02:00,4444,1981,150.61
2025-01-08T09:00+02:00,4388,2891,151.67
2025-01-08T10:00+02:00,4356,3353,123.67
2025-01-08T11:00+02:00,4124,3843,107.16
2025-01-08T12:00+02:00,3796,4046,101.76
2025-01-08T13:00+02:00,3681,3976,103.29
2025-01-08T14:00+02:00,3692,3669,114.95
2025-01-08T15:00+02:00,4177,3094,124.83
2025-01-08T16:00+02:00,4305,2153,143.39
2025-01-08T17:00+02:00,4022,2170,152.73
2025-01-08T18:00+02:00,4326,2159,155.23
2025-01-08T19:00+02:00,3728,1976,152.01
2025-01-08T20:00+02:00,3827,1631,150.35
2025-01-08T21:00+02:00,4334,1533,139
2025-01-08T22:00+02:00,4099,1153,126.19
2025-01-08T23:00+02:00,3641,1045,117.14
2025-01-09T00:00+02:00,3155,999,107
2025-01-09T01:00+02:00,2469,785,113.3
2025-01-09T02:00+02:00,2337,638,106.65
2025-01-09T03:00+02:00,2414,570,104.04
2025-01-09T04:00+02:00,2366,573,102.88
2025-01-09T05:00+02:00,2589,623,105.28
2025-01-09T06:00+02:00,2937,771,110.36
2025-01-09T07:00+02:00,3398,903,134.4
2025-01-09T08:00+02:00,3830,1378,144.63
2025-01-09T09:00+02:00,4087,2691,157.81
2025-01-09T10:00+02:00,4082,3587,150.25
2025-01-09T11:00+02:00,4041,4266,142.11
2025-01-09T12:00+02:00,3759,4379,134
2025-01-09T13:00+02:00,3433,4313,118.78
2025-01-09T14:00+02:00,3405,4028,120.97
2025-01-09T15:00+02:00,3920,3208,125.39
2025-01-09T16:00+02:00,4314,1931,133.57
2025-01-09T17:00+02:00,4238,1577,159.81
2025-01-09T18:00+02:00,4190,1773,154.42
2025-01-09T19:00+02:00,4072,1667,158
2025-01-09T20:00+02:00,4206,1545,144.49
2025-01-09T21:00+02:00,4014,1624,135
2025-01-09T22:00+02:00,3624,1545,119.78
2025-01-09T23:00+02:00,3312,1420,115.16
2025-01-10T00:00+02:00,2744,1391,104.27
2025-01-10T01:00+02:00,2060,1304,86.97
2025-01-10T02:00+02:00,2060,1294,90
2025-01-10T03:00+02:00,1934,1402,75.69
2025-01-10T04:00+02:00,1827,1478,73.95
2025-01-10T05:00+02:00,2021,1519,80
2025-01-10T06:00+02:00,2285,1463,107.01
2025-01-10T07:00+02:00,2994,1707,132.6
2025-01-10T08:00+02:00,3580,2101,167.26
2025-01-10T09:00+02:00,3822,3016,158.97
2025-01-10T10:00+02:00,3234,4188,141.38
2025-01-10T11:00+02:00,3004,4882,123.57
2025-01-10T12:00+02:00,2836,5193,113.59
2025-01-10T13:00+02:00,2873,5128,105.76
2025-01-10T14:00+02:00,2862,4869,105.01
2025-01-10T15:00+02:00,3365,3732,110.01
2025-01-10T16:00+02:00,4087,2397,128.69
2025-01-10T17:00+02:00,4335,1951,159.18
2025-01-10T18:00+02:00,4473,2324,149.64
2025-01-10T19:00+02:00,4272,2321,149.54
2025-01-10T20:00+02:00,4207,2079,148.37
2025-01-10T21:00+02:00,4177,2034,135
2025-01-10T22:00+02:00,3690,1692,122.51
2025-01-10T23:00+02:00,3686,1445,119.88
2025-01-11T00:00+02:00,3389,1351,113.25
2025-01-11T01:00+02:00,2952,1371,108.54
2025-01-11T02:00+02:00,2279,1379,99.82
2025-01-11T03:00+02:00,2015,1455,96.2
2025-01-11T04:00+02:00,1883,1485,91.58
2025-01-11T05:00+02:00,1939,1427,90.86
2025-01-11T06:00+02:00,2249,1480,91.96
2025-01-11T07:00+02:00,2627,1621,93.24
2025-01-11T08:00+02:00,3100,1894,118.23
2025-01-11T09:00+02:00,3411,2581,116.99
2025-01-11T10:00+02:00,3175,3438,127.74
2025-01-11T11:00+02:00,2561,3991,104.35
2025-01-11T12:00+02:00,2419,4326,99.81
2025-01-11T13:00+02:00,2834,3826,96.84
2025-01-11T14:00+02:00,2834,3383,93.15
2025-01-11T15:00+02:00,3513,2434,103.95
2025-01-11T16:00+02:00,4170,1699,105.98
2025-01-11T17:00+02:00,4663,1510,148.74
2025-01-11T18:00+02:00,4448,1784,155.2
2025-01-11T19:00+02:00,3805,1691,150.01
2025-01-11T20:00+02:00,3689,1558,150.01
2025-01-11T21:00+02:00,4240,1219,136.87
2025-01-11T22:00+02:00,3690,983,122.41
2025-01-11T23:00+02:00,3231,834,114.86
2025-01-12T00:00+02:00,3113,882,105.84
2025-01-12T01:00+02:00,2527,876,107.48
2025-01-12T02:00+02:00,2012,901,97.57
2025-01-12T03:00+02:00,1880,960,90
2025-01-12T04:00+02:00,1911,1034,85.91
2025-01-12T05:00+02:00,1834,1157,85
2025-01-12T06:00+02:00,1996,1333,85
2025-01-12T07:00+02:00,2312,1565,87.41
2025-01-12T08:00+02:00,2582,1836,101.75
2025-01-12T09:00+02:00,2729,2261,116.31
2025-01-12T10:00+02:00,2738,2542,120.07
2025-01-12T11:00+02:00,2633,2780,117.77
2025-01-12T12:00+02:00,3143,2528,105.61
2025-01-12T13:00+02:00,3472,2261,102.99
2025-01-12T14:00+02:00,3275,2061,99.61
2025-01-12T15:00+02:00,3971,1794,105.34
2025-01-12T16:00+02:00,4324,1619,120
2025-01-12T17:00+02:00,4599,1954,135
2025-01-12T18:00+02:00,4774,2281,142.46
2025-01-12T19:00+02:00,4703,2412,146.66
2025-01-12T20:00+02:00,4388,2329,144.12
2025-01-12T21:00+02:00,4593,2353,135.77
2025-01-12T22:00+02:00,4170,2077,127.74
2025-01-12T23:00+02:00,4071,2022,121.48
2025-01-13T00:00+02:00,3891,2001,114.9
2025-01-13T01:00+02:00,3615,1985,105
2025-01-13T02:00+02:00,3414,2073,105
2025-01-13T03:00+02:00,3153,2097,102.48
2025-01-13T04:00+02:00,3242,2031,99.86
2025-01-13T05:00+02:00,3261,2201,100
2025-01-13T06:00+02:00,3453,2324,110.17
2025-01-13T07:00+02:00,4583,2476,129.3
2025-01-13T08:00+02:00,4854,2821,154.67
2025-01-13T09:00+02:00,4957,3103,186
2025-01-13T10:00+02:00,4980,2948,175
2025-01-13T11:00+02:00,5207,3003,141.08
2025-01-13T12:00+02:00,4999,3088,122.68
2025-01-13T13:00+02:00,4904,2967,117.7
2025-01-13T14:00+02:00,5237,2876,123.6
2025-01-13T15:00+02:00,5528,2814,130.96
2025-01-13T16:00+02:00,5424,2772,144.28
2025-01-13T17:00+02:00,5615,2888,154.99
2025-01-13T18:00+02:00,5506,3167,156.83
2025-01-13T19:00+02:00,5501,3293,157.07
2025-01-13T20:00+02:00,5354,3155,154.66
2025-01-13T21:00+02:00,5359,3106,141.32
2025-01-13T22:00+02:00,4709,2867,128.97
2025-01-13T23:00+02:00,4375,2691,119.17
2025-01-14T00:00+02:00,3768,2651,107.8
2025-01-14T01:00+02:00,3640,2568,103.05
2025-01-14T02:00+02:00,2914,2565,106.29
2025-01-14T03:00+02:00,2749,2573,101.94
2025-01-14T04:00+02:00,2679,2581,100.62
2025-01-14T05:00+02:00,2743,2638,103.8
2025-01-14T06:00+02:00,3268,2647,109.03
2025-01-14T07:00+02:00,4494,2881,138.13
2025-01-14T08:00+02:00,5028,2980,152.4
2025-01-14T09:00+02:00,5131,3291,185.47
2025-01-14T10:00+02:00,5062,3276,151.98
2025-01-14T11:00+02:00,4833,3336,130.11
2025-01-14T12:00+02:00,4917,3405,123.46
2025-01-14T13:00+02:00,4783,3422,119.13
2025-01-14T14:00+02:00,4714,3355,120
2025-01-14T15:00+02:00,5165,3087,135.6
2025-01-14T16:00+02:00,5566,2861,154.9
2025-01-14T17:00+02:00,5630,2772,160
2025-01-14T18:00+02:00,5536,2883,203.51
2025-01-14T19:00+02:00,5674,3173,188.31
2025-01-14T20:00+02:00,5523,3170,189.54
2025-01-14T21:00+02:00,5277,2939,167.62
2025-01-14T22:00+02:00,5003,2599,150
2025-01-14T23:00+02:00,4862,2303,145
2025-01-15T00:00+02:00,4465,2117,124.32
2025-01-15T01:00+02:00,4037,1857,119.98
2025-01-15T02:00+02:00,3590,1682,111.6
2025-01-15T03:00+02:00,3523,1590,110.69
2025-01-15T04:00+02:00,3490,1545,108.67
2025-01-15T05:00+02:00,3563,1490,118.11
2025-01-15T06:00+02:00,4448,1437,132.62
2025-01-15T07:00+02:00,5203,1674,152.22
2025-01-15T08:00+02:00,5534,1742,197.46
2025-01-15T09:00+02:00,5681,2252,224.41
2025-01-15T10:00+02:00,5618,2613,160.57
2025-01-15T11:00+02:00,5626,2922,153.43
2025-01-15T12:00+02:00,5578,2941,143.77
2025-01-15T13:00+02:00,5648,2680,145.52
2025-01-15T14:00+02:00,5908,2122,148.51
2025-01-15T15:00+02:00,5861,1601,290.53
2025-01-15T16:00+02:00,5537,1164,327.98
2025-01-15T17:00+02:00,5613,1362,386.98
2025-01-15T18:00+02:00,5740,1714,452.13
2025-01-15T19:00+02:00,5568,1688,430.59
2025-01-15T20:00+02:00,5556,1550,416.51
2025-01-15T21:00+02:00,5773,1471,186.3
2025-01-15T22:00+02:00,5673,1241,152.9
2025-01-15T23:00+02:00,5347,1051,143.29
2025-01-16T00:00+02:00,4652,1077,123.9
2025-01-16T01:00+02:00,4261,1028,126.33
2025-01-16T02:00+02:00,3891,1126,122.83
2025-01-16T03:00+02:00,3657,1221,118.25
2025-01-16T04:00+02:00,3631,1326,115.91
2025-01-16T05:00+02:00,3707,1470,119.37
2025-01-16T06:00+02:00,4505,1558,129.16
2025-01-16T07:00+02:00,5097,1858,163.8
2025-01-16T08:00+02:00,5235,2031,204.18
2025-01-16T09:00+02:00,5604,2545,206.06
2025-01-16T10:00+02:00,5496,2797,175
2025-01-16T11:00+02:00,5438,3261,151.9
2025-01-16T12:00+02:00,5199,3455,140.64
2025-01-16T13:00+02:00,5280,3420,134.76
2025-01-16T14:00+02:00,5447,3144,137.98
2025-01-16T15:00+02:00,5700,2827,145.1
2025-01-16T16:00+02:00,5537,2397,167.36
2025-01-16T17:00+02:00,5466,2572,180
2025-01-16T18:00+02:00,5594,2787,191.55
2025-01-16T19:00+02:00,5504,2930,184.32
2025-01-16T20:00+02:00,5464,2858,179.97
2025-01-16T21:00+02:00,5527,2786,159.6
2025-01-16T22:00+02:00,5539,2536,148.95
2025-01-16T23:00+02:00,5307,2259,140.55
2025-01-17T00:00+02:00,4295,2211,129.85
2025-01-17T01:00+02:00,4373,2211,123.18
2025-01-17T02:00+02:00,3538,2331,121.74
2025-01-17T03:00+02:00,3435,2447,118.71
2025-01-17T04:00+02:00,3443,2586,116.94
2025-01-17T05:00+02:00,3522,2615,117.21
2025-01-17T06:00+02:00,3830,2611,123.57
2025-01-17T07:00+02:00,4335,2888,140.8
2025-01-17T08:00+02:00,4206,3441,175.01
2025-01-17T09:00+02:00,4055,4748,176.83
2025-01-17T10:00+02:00,3455,5674,149.26
2025-01-17T11:00+02:00,2722,6434,122.15
2025-01-17T12:00+02:00,2661,6645,102.01
2025-01-17T13:00+02:00,2671,6343,102.29
2025-01-17T14:00+02:00,3191,5631,117
2025-01-17T15:00+02:00,4035,4327,133.68
2025-01-17T16:00+02:00,4526,3051,152.2
2025-01-17T17:00+02:00,4933,2527,173.59
2025-01-17T18:00+02:00,4912,2840,179.35
2025-01-17T19:00+02:00,4829,2840,179.92
2025-01-17T20:00+02:00,4892,2692,174.22
2025-01-17T21:00+02:00,4831,2656,157.91
2025-01-17T22:00+02:00,4558,2369,145
2025-01-17T23:00+02:00,4792,1940,139.97
2025-01-18T00:00+02:00,4405,1858,127.92
2025-01-18T01:00+02:00,3636,1858,126.09
2025-01-18T02:00+02:00,3299,1847,121.2
2025-01-18T03:00+02:00,3267,1862,121.36
2025-01-18T04:00+02:00,3168,1802,118.9
2025-01-18T05:00+02:00,3033,1772,116.94
2025-01-18T06:00+02:00,3330,1683,119.82
2025-01-18T07:00+02:00,3651,1705,123.63
2025-01-18T08:00+02:00,4001,2420,135.37
2025-01-18T09:00+02:00,3560,4503,145.9
2025-01-18T10:00+02:00,2579,5965,97.82
2025-01-18T11:00+02:00,2077,6713,79
2025-01-18T12:00+02:00,2028,6884,41.09
2025-01-18T13:00+02:00,2244,6463,75
2025-01-18T14:00+02:00,2367,5790,106
2025-01-18T15:00+02:00,2823,4728,119.58
2025-01-18T16:00+02:00,3821,2803,138.54
2025-01-18T17:00+02:00,4327,1617,172.32
2025-01-18T18:00+02:00,4633,2004,172.53
2025-01-18T19:00+02:00,4766,2184,167.57
2025-01-18T20:00+02:00,4521,2030,167.85
2025-01-18T21:00+02:00,4487,1618,156.12
2025-01-18T22:00+02:00,4486,1240,143.42
2025-01-18T23:00+02:00,4360,1217,136.4
2025-01-19T00:00+02:00,4038,1222,129.36
2025-01-19T01:00+02:00,3848,1095,129.88
2025-01-19T02:00+02:00,3589,1072,124.89
2025-01-19T03:00+02:00,3530,1031,123.61
2025-01-19T04:00+02:00,3416,1030,121.24
2025-01-19T05:00+02:00,3275,1242,120.18
2025-01-19T06:00+02:00,3257,1174,120
2025-01-19T07:00+02:00,3162,1168,121.67
2025-01-19T08:00+02:00,3361,2009,123.98
2025-01-19T09:00+02:00,2940,4213,123.66
2025-01-19T10:00+02:00,2008,5788,117.27
2025-01-19T11:00+02:00,1665,6468,98.74
2025-01-19T12:00+02:00,1479,6634,46.33
2025-01-19T13:00+02:00,1481,6500,46.33
2025-01-19T14:00+02:00,1667,5803,107.51
2025-01-19T15:00+02:00,2754,4369,116.81
2025-01-19T16:00+02:00,3818,2199,127.28
2025-01-19T17:00+02:00,4611,1181,152.73
2025-01-19T18:00+02:00,4670,1585,167.73
2025-01-19T19:00+02:00,4613,1707,169.81
2025-01-19T20:00+02:00,4587,1490,170
2025-01-19T21:00+02:00,4582,1417,164.79
2025-01-19T22:00+02:00,4483,1070,157
2025-01-19T23:00+02:00,4477,962,133.82
2025-01-20T00:00+02:00,4140,963,123.81
2025-01-20T01:00+02:00,3980,955,122.44
2025-01-20T02:00+02:00,3775,1048,119.76
2025-01-20T03:00+02:00,3711,1088,116.6
2025-01-20T04:00+02:00,3678,1253,114.41
2025-01-20T05:00+02:00,3641,1492,115.45
2025-01-20T06:00+02:00,3986,1705,129.57
2025-01-20T07:00+02:00,4290,2046,166.11
2025-01-20T08:00+02:00,4131,2946,296.08
2025-01-20T09:00+02:00,3447,4599,289
2025-01-20T10:00+02:00,3004,5745,264.46
2025-01-20T11:00+02:00,3065,6102,133.33
2025-01-20T12:00+02:00,2856,6258,113.84
2025-01-20T13:00+02:00,3338,5697,115.77
2025-01-20T14:00+02:00,4473,4308,126.76
2025-01-20T15:00+02:00,5126,3598,186.5
2025-01-20T16:00+02:00,5472,2635,209.3
2025-01-20T17:00+02:00,5413,2422,235
2025-01-20T18:00+02:00,5472,2528,276.18
2025-01-20T19:00+02:00,5378,2656,289
2025-01-20T20:00+02:00,5248,2418,289
2025-01-20T21:00+02:00,5550,1998,220
2025-01-20T22:00+02:00,5428,1496,170
2025-01-20T23:00+02:00,5502,1212,153.58
2025-01-21T00:00+02:00,4949,963,141.99
2025-01-21T01:00+02:00,5255,741,136
2025-01-21T02:00+02:00,5271,734,130.65
2025-01-21T03:00+02:00,5245,784,125.69
2025-01-21T04:00+02:00,5027,734,127.98
2025-01-21T05:00+02:00,5189,755,129.27
2025-01-21T06:00+02:00,5287,783,146.41
2025-01-21T07:00+02:00,5300,938,205.19
2025-01-21T08:00+02:00,5134,1584,317.17
2025-01-21T09:00+02:00,5448,2119,333.41
2025-01-21T10:00+02:00,5497,2659,194
2025-01-21T11:00+02:00,5372,2712,176.4
2025-01-21T12:00+02:00,5200,3035,157.5
2025-01-21T13:00+02:00,4901,3220,151.36
2025-01-21T14:00+02:00,4584,2899,149.57
2025-01-21T15:00+02:00,4951,2398,216.28
2025-01-21T16:00+02:00,4828,1953,296.09
2025-01-21T17:00+02:00,4971,1718,234.61
2025-01-21T18:00+02:00,5421,1888,324.51
2025-01-21T19:00+02:00,5560,1803,262.02
2025-01-21T20:00+02:00,5848,1521,205.98
2025-01-21T21:00+02:00,5719,1445,178.15
2025-01-21T22:00+02:00,5657,1069,157.15
2025-01-21T23:00+02:00,5733,888,143.49
2025-01-22T00:00+02:00,5285,957,135.88
2025-01-22T01:00+02:00,5182,903,131.15
2025-01-22T02:00+02:00,4993,850,125.75
2025-01-22T03:00+02:00,4995,788,123.93
2025-01-22T04:00+02:00,4987,719,124.01
2025-01-22T05:00+02:00,5064,715,125.84
2025-01-22T06:00+02:00,5240,780,138.2
2025-01-22T07:00+02:00,5243,950,205.36
2025-01-22T08:00+02:00,5165,1644,335.72
2025-01-22T09:00+02:00,4800,3215,206.17
2025-01-22T10:00+02:00,4479,4635,136.51
2025-01-22T11:00+02:00,3767,5397,121.07
2025-01-22T12:00+02:00,3620,5660,119.33
2025-01-22T13:00+02:00,3503,5712,116.48
2025-01-22T14:00+02:00,3723,5242,120
2025-01-22T15:00+02:00,4100,4126,148
2025-01-22T16:00+02:00,4583,2497,199.35
2025-01-22T17:00+02:00,4981,1384,260.93
2025-01-22T18:00+02:00,5384,1510,274.66
2025-01-22T19:00+02:00,5454,1302,220.29
2025-01-22T20:00+02:00,5617,1099,212.53
2025-01-22T21:00+02:00,5377,1082,217.21
2025-01-22T22:00+02:00,5410,806,166.43
2025-01-22T23:00+02:00,5554,739,150.92
2025-01-23T00:00+02:00,5289,675,140
2025-01-23T01:00+02:00,5332,587,128.65
2025-01-23T02:00+02:00,4731,606,123.55
2025-01-23T03:00+02:00,4209,656,110.35
2025-01-23T04:00+02:00,4145,739,109.05
2025-01-23T05:00+02:00,4207,671,115.28
2025-01-23T06:00+02:00,4721,684,126.84
2025-01-23T07:00+02:00,5045,850,179.91
2025-01-23T08:00+02:00,4979,1594,207.89
2025-01-23T09:00+02:00,4132,3527,171.97
2025-01-23T10:00+02:00,3609,4955,150.58
2025-01-23T11:00+02:00,3019,5693,104.42
2025-01-23T12:00+02:00,2672,5891,97.61
2025-01-23T13:00+02:00,2852,5623,95.28
2025-01-23T14:00+02:00,3374,4883,103.57
2025-01-23T15:00+02:00,3991,3972,152.2
2025-01-23T16:00+02:00,4686,2419,158
2025-01-23T17:00+02:00,4653,1688,217.58
2025-01-23T18:00+02:00,4864,1790,220.59
2025-01-23T19:00+02:00,4914,1800,205.16
2025-01-23T20:00+02:00,5040,1515,196.21
2025-01-23T21:00+02:00,5331,1367,207.2
2025-01-23T22:00+02:00,5636,1222,163.79
2025-01-23T23:00+02:00,5404,996,160.56
2025-01-24T00:00+02:00,5095,851,133.78
2025-01-24T01:00+02:00,5097,729,122.59
